,datum,uhrzeit,wett,runde,tag,spielort,ergebnis,tf,tk,gegner,xg,xga,besitz,zuschauerzahl,kapitän,aufstellung,schiedsrichter,spielbericht,hinweise,sc,sat,entf.,fs,elf,veelf,saison,verein
2,25.08.2023,20:30,Bundesliga,Spielwoche 2,Fr.,Heim,S,5.0,1.0,Stuttgart,1.8,1.1,54.0,46.084,Willi Orban,4-2-2-2,Frank Willenborg,Spielbericht,,20.0,11.0,205.0,2.0,0.0,0.0,2024,RB Leipzig
3,03.09.2023,17:30,Bundesliga,Spielwoche 3,So.,Auswärts,S,3.0,0.0,Union Berlin,1.2,0.3,64.0,22.012,Willi Orban,4-2-2-2,Daniel Schlager,Spielbericht,,14.0,7.0,200.0,0.0,0.0,0.0,2024,RB Leipzig
4,16.09.2023,15:30,Bundesliga,Spielwoche 4,Sa.,Heim,S,3.0,0.0,Augsburg,1.1,1.7,54.0,44.746,Kevin Kampl,4-2-2-2,Sascha Stegemann,Spielbericht,,9.0,6.0,163.0,0.0,0.0,0.0,2024,RB Leipzig
6,23.09.2023,15:30,Bundesliga,Spielwoche 5,Sa.,Auswärts,S,1.0,0.0,M'Gladbach,0.7,0.8,55.0,50.122,Kevin Kampl,4-4-2,Robert Schröder,Spielbericht,,8.0,4.0,170.0,1.0,0.0,0.0,2024,RB Leipzig
8,30.09.2023,18:30,Bundesliga,Spielwoche 6,Sa.,Heim,U,2.0,2.0,Bayern München,0.7,2.3,35.0,47.069,Kevin Kampl,4-2-2-2,Marco Fritz,Spielbericht,,6.0,2.0,201.0,0.0,0.0,0.0,2024,RB Leipzig
10,07.10.2023,15:30,Bundesliga,Spielwoche 7,Sa.,Heim,U,0.0,0.0,Bochum,2.5,0.4,75.0,44.269,Kevin Kampl,4-4-2,Timo Gerach,Spielbericht,,15.0,3.0,210.0,2.0,0.0,2.0,2024,RB Leipzig
11,21.10.2023,15:30,Bundesliga,Spielwoche 8,Sa.,Auswärts,S,3.0,1.0,Darmstadt 98,1.9,2.4,43.0,17.81,Kevin Kampl,4-2-2-2,Harm Osmers,Spielbericht,,10.0,7.0,179.0,3.0,0.0,0.0,2024,RB Leipzig
13,28.10.2023,18:30,Bundesliga,Spielwoche 9,Sa.,Heim,S,6.0,0.0,Köln,4.2,0.9,62.0,46.48,Lukas Klostermann,3-4-1-2,Benjamin Brand,Spielbericht,,25.0,12.0,185.0,2.0,1.0,1.0,2024,RB Leipzig
15,04.11.2023,15:30,Bundesliga,Spielwoche 10,Sa.,Auswärts,N,0.0,2.0,Mainz 05,0.5,0.9,67.0,30.1,Kevin Kampl,3-4-3,Bastian Dankert,Spielbericht,,10.0,1.0,181.0,0.0,0.0,0.0,2024,RB Leipzig
17,12.11.2023,19:30,Bundesliga,Spielwoche 11,So.,Heim,S,3.0,1.0,Freiburg,1.9,0.5,61.0,41.117,Emil Forsberg,4-4-2,Patrick Ittrich,Spielbericht,,14.0,5.0,181.0,0.0,1.0,1.0,2024,RB Leipzig
18,25.11.2023,15:30,Bundesliga,Spielwoche 12,Sa.,Auswärts,N,1.0,2.0,Wolfsburg,2.7,0.9,64.0,25.35,Yussuf Poulsen,4-2-2-2,Robert Hartmann,Spielbericht,,25.0,9.0,153.0,0.0,0.0,0.0,2024,RB Leipzig
20,02.12.2023,15:30,Bundesliga,Spielwoche 13,Sa.,Heim,S,2.0,1.0,Heidenheim,4.0,1.0,70.0,44.887,Yussuf Poulsen,4-2-2-2,Christian Dingert,Spielbericht,,22.0,7.0,152.0,0.0,1.0,1.0,2024,RB Leipzig
21,09.12.2023,18:30,Bundesliga,Spielwoche 14,Sa.,Auswärts,S,3.0,2.0,Dortmund,2.8,1.5,47.0,81.365,Lukas Klostermann,3-4-3,Sven Jablonski,Spielbericht,,26.0,8.0,166.0,1.0,0.0,0.0,2024,RB Leipzig
23,16.12.2023,18:30,Bundesliga,Spielwoche 15,Sa.,Heim,S,3.0,1.0,Hoffenheim,2.8,0.8,57.0,42.946,Yussuf Poulsen,4-2-2-2,Robert Schröder,Spielbericht,,22.0,10.0,150.0,1.0,0.0,0.0,2024,RB Leipzig
24,19.12.2023,18:30,Bundesliga,Spielwoche 16,Di.,Auswärts,U,1.0,1.0,Werder Bremen,1.7,1.5,55.0,41.0,Emil Forsberg,4-2-2-2,Tobias Reichel,Spielbericht,,17.0,8.0,161.0,0.0,0.0,0.0,2024,RB Leipzig
25,13.01.2024,15:30,Bundesliga,Spielwoche 17,Sa.,Heim,N,0.0,1.0,Eint Frankfurt,3.5,1.1,62.0,45.867,Kevin Kampl,4-4-2,Frank Willenborg,Spielbericht,,31.0,8.0,133.0,0.0,0.0,0.0,2024,RB Leipzig
26,20.01.2024,18:30,Bundesliga,Spielwoche 18,Sa.,Heim,N,2.0,3.0,Leverkusen,1.6,2.0,40.0,46.529,Lukas Klostermann,4-2-2-2,Matthias Jöllenbeck,Spielbericht,,10.0,6.0,157.0,0.0,0.0,0.0,2024,RB Leipzig
27,27.01.2024,15:30,Bundesliga,Spielwoche 19,Sa.,Auswärts,N,2.0,5.0,Stuttgart,0.4,2.2,46.0,52.1,Lukas Klostermann,4-2-2-2,Sven Jablonski,Spielbericht,,4.0,2.0,202.0,0.0,0.0,0.0,2024,RB Leipzig
28,04.02.2024,17:30,Bundesliga,Spielwoche 20,So.,Heim,S,2.0,0.0,Union Berlin,1.1,0.5,66.0,44.032,Willi Orban,4-2-2-2,Marco Fritz,Spielbericht,,16.0,6.0,159.0,1.0,0.0,0.0,2024,RB Leipzig
29,10.02.2024,15:30,Bundesliga,Spielwoche 21,Sa.,Auswärts,U,2.0,2.0,Augsburg,1.3,0.7,58.0,28.51,Willi Orban,4-2-2-2,Benjamin Brand,Spielbericht,,8.0,6.0,156.0,0.0,0.0,1.0,2024,RB Leipzig
31,17.02.2024,18:30,Bundesliga,Spielwoche 22,Sa.,Heim,S,2.0,0.0,M'Gladbach,1.7,0.7,49.0,44.822,Willi Orban,4-2-2-2,Sören Storks,Spielbericht,,16.0,9.0,163.0,0.0,0.0,0.0,2024,RB Leipzig
32,24.02.2024,18:30,Bundesliga,Spielwoche 23,Sa.,Auswärts,N,1.0,2.0,Bayern München,0.9,1.5,43.0,75.0,Willi Orban,4-2-2-2,Sascha Stegemann,Spielbericht,,11.0,6.0,205.0,0.0,0.0,0.0,2024,RB Leipzig
33,02.03.2024,15:30,Bundesliga,Spielwoche 24,Sa.,Auswärts,S,4.0,1.0,Bochum,2.1,0.8,56.0,24.2,Willi Orban,4-2-2-2,Harm Osmers,Spielbericht,,12.0,4.0,164.0,0.0,0.0,0.0,2024,RB Leipzig
35,09.03.2024,15:30,Bundesliga,Spielwoche 25,Sa.,Heim,S,2.0,0.0,Darmstadt 98,3.2,0.5,64.0,40.0,Willi Orban,4-2-2-2,Robert Hartmann,Spielbericht,,29.0,8.0,159.0,3.0,0.0,0.0,2024,RB Leipzig
36,15.03.2024,20:30,Bundesliga,Spielwoche 26,Fr.,Auswärts,S,5.0,1.0,Köln,3.3,1.2,66.0,49.0,Willi Orban,4-2-2-2,Florian Badstübner,Spielbericht,,22.0,8.0,158.0,1.0,0.0,0.0,2024,RB Leipzig
37,30.03.2024,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,U,0.0,0.0,Mainz 05,2.5,0.9,66.0,44.813,Willi Orban,4-4-2,Frank Willenborg,Spielbericht,,20.0,9.0,159.0,0.0,0.0,0.0,2024,RB Leipzig
38,06.04.2024,15:30,Bundesliga,Spielwoche 28,Sa.,Auswärts,S,4.0,1.0,Freiburg,2.3,1.6,53.0,33.2,Willi Orban,4-2-2-2,Daniel Siebert,Spielbericht,,14.0,6.0,180.0,0.0,0.0,0.0,2024,RB Leipzig
39,13.04.2024,15:30,Bundesliga,Spielwoche 29,Sa.,Heim,S,3.0,0.0,Wolfsburg,1.3,0.4,50.0,45.858,Willi Orban,4-2-2-2,Christian Dingert,Spielbericht,,16.0,6.0,150.0,0.0,0.0,0.0,2024,RB Leipzig
40,20.04.2024,15:30,Bundesliga,Spielwoche 30,Sa.,Auswärts,S,2.0,1.0,Heidenheim,1.8,1.0,61.0,15.0,Willi Orban,4-2-2-2,Tobias Welz,Spielbericht,,12.0,4.0,149.0,0.0,0.0,0.0,2024,RB Leipzig
41,27.04.2024,15:30,Bundesliga,Spielwoche 31,Sa.,Heim,,,,Dortmund,,,,,,,,Direkter Vergleich,,,,,,,,2024,RB Leipzig
42,03.05.2024,20:30,Bundesliga,Spielwoche 32,Fr.,Auswärts,,,,Hoffenheim,,,,,,,,Direkter Vergleich,,,,,,,,2024,RB Leipzig
43,11.05.2024,15:30,Bundesliga,Spielwoche 33,Sa.,Heim,,,,Werder Bremen,,,,,,,,Direkter Vergleich,,,,,,,,2024,RB Leipzig
44,18.05.2024,15:30,Bundesliga,Spielwoche 34,Sa.,Auswärts,,,,Eint Frankfurt,,,,,,,,Direkter Vergleich,,,,,,,,2024,RB Leipzig
1,19.08.2023,18:30,Bundesliga,Spielwoche 1,Sa.,Heim,S,1.0,0.0,Köln,1.8,1.2,66.0,81.365,Emre Can,4-2-3-1,Deniz Aytekin,Spielbericht,,13.0,2.0,125.0,0.0,0.0,0.0,2024,Dortmund
2,26.08.2023,15:30,Bundesliga,Spielwoche 2,Sa.,Auswärts,U,1.0,1.0,Bochum,1.3,1.0,64.0,26.0,Emre Can,4-1-4-1,Robert Schröder,Spielbericht,,14.0,3.0,154.0,0.0,0.0,0.0,2024,Dortmund
3,01.09.2023,20:30,Bundesliga,Spielwoche 3,Fr.,Heim,U,2.0,2.0,Heidenheim,3.4,2.1,62.0,81.365,Emre Can,4-3-3,Tobias Reichel,Spielbericht,,18.0,7.0,183.0,2.0,1.0,1.0,2024,Dortmund
4,16.09.2023,15:30,Bundesliga,Spielwoche 4,Sa.,Auswärts,S,4.0,2.0,Freiburg,2.3,1.0,50.0,34.7,Emre Can,4-3-3,Tobias Stieler,Spielbericht,,15.0,7.0,138.0,0.0,0.0,0.0,2024,Dortmund
6,23.09.2023,15:30,Bundesliga,Spielwoche 5,Sa.,Heim,S,1.0,0.0,Wolfsburg,1.7,0.5,63.0,81.365,Gregor Kobel,3-4-3,Sven Jablonski,Spielbericht,,18.0,4.0,194.0,2.0,0.0,0.0,2024,Dortmund
7,29.09.2023,20:30,Bundesliga,Spielwoche 6,Fr.,Auswärts,S,3.0,1.0,Hoffenheim,1.6,1.9,47.0,30.15,Gregor Kobel,4-2-3-1,Florian Badstübner,Spielbericht,,6.0,5.0,132.0,0.0,0.0,0.0,2024,Dortmund
9,07.10.2023,15:30,Bundesliga,Spielwoche 7,Sa.,Heim,S,4.0,2.0,Union Berlin,1.6,1.4,66.0,81.365,Emre Can,4-2-3-1,Patrick Ittrich,Spielbericht,,14.0,7.0,166.0,0.0,0.0,0.0,2024,Dortmund
10,20.10.2023,20:30,Bundesliga,Spielwoche 8,Fr.,Heim,S,1.0,0.0,Werder Bremen,2.6,0.4,57.0,81.365,Emre Can,4-5-1,Felix Brych,Spielbericht,,23.0,5.0,162.0,0.0,0.0,0.0,2024,Dortmund
12,29.10.2023,15:30,Bundesliga,Spielwoche 9,So.,Auswärts,U,3.0,3.0,Eint Frankfurt,2.2,2.2,59.0,56.5,Gregor Kobel,4-2-3-1,Robert Schröder,Spielbericht,,14.0,4.0,145.0,0.0,0.0,0.0,2024,Dortmund
14,04.11.2023,18:30,Bundesliga,Spielwoche 10,Sa.,Heim,N,0.0,4.0,Bayern München,1.0,3.2,49.0,81.365,Gregor Kobel,4-2-3-1,Deniz Aytekin,Spielbericht,,15.0,1.0,202.0,1.0,0.0,0.0,2024,Dortmund
16,11.11.2023,15:30,Bundesliga,Spielwoche 11,Sa.,Auswärts,N,1.0,2.0,Stuttgart,1.0,4.2,41.0,55.0,Gregor Kobel,4-3-3,Tobias Stieler,Spielbericht,,5.0,1.0,209.0,0.0,0.0,0.0,2024,Dortmund
17,25.11.2023,15:30,Bundesliga,Spielwoche 12,Sa.,Heim,S,4.0,2.0,M'Gladbach,3.2,1.0,51.0,81.365,Emre Can,4-2-3-1,Sven Jablonski,Spielbericht,,23.0,13.0,152.0,2.0,0.0,0.0,2024,Dortmund
19,03.12.2023,17:30,Bundesliga,Spielwoche 13,So.,Auswärts,U,1.0,1.0,Leverkusen,0.7,2.1,31.0,30.21,Emre Can,4-2-3-1,Daniel Siebert,Spielbericht,,6.0,2.0,159.0,0.0,0.0,0.0,2024,Dortmund
21,09.12.2023,18:30,Bundesliga,Spielwoche 14,Sa.,Heim,N,2.0,3.0,RB Leipzig,1.5,2.8,53.0,81.365,Emre Can,4-2-3-1,Sven Jablonski,Spielbericht,,18.0,6.0,161.0,0.0,0.0,0.0,2024,Dortmund
23,16.12.2023,15:30,Bundesliga,Spielwoche 15,Sa.,Auswärts,U,1.0,1.0,Augsburg,2.6,1.8,63.0,30.66,Emre Can,4-3-3,Matthias Jöllenbeck,Spielbericht,,24.0,7.0,164.0,0.0,0.0,0.0,2024,Dortmund
24,19.12.2023,20:30,Bundesliga,Spielwoche 16,Di.,Heim,U,1.0,1.0,Mainz 05,1.2,0.9,65.0,80.35,Emre Can,4-3-3,Marco Fritz,Spielbericht,,22.0,7.0,195.0,1.0,0.0,0.0,2024,Dortmund
25,13.01.2024,18:30,Bundesliga,Spielwoche 17,Sa.,Auswärts,S,3.0,0.0,Darmstadt 98,3.1,1.0,52.0,17.81,Emre Can,4-3-3,Deniz Aytekin,Spielbericht,,17.0,8.0,184.0,0.0,0.0,0.0,2024,Dortmund
26,20.01.2024,15:30,Bundesliga,Spielwoche 18,Sa.,Auswärts,S,4.0,0.0,Köln,3.4,1.3,61.0,50.0,Gregor Kobel,4-3-3,Daniel Schlager,Spielbericht,,10.0,6.0,169.0,1.0,1.0,1.0,2024,Dortmund
27,28.01.2024,17:30,Bundesliga,Spielwoche 19,So.,Heim,S,3.0,1.0,Bochum,2.9,0.5,63.0,81.365,Niklas Süle,4-2-2-2,Benjamin Brand,Spielbericht,,17.0,4.0,148.0,1.0,2.0,2.0,2024,Dortmund
28,02.02.2024,20:30,Bundesliga,Spielwoche 20,Fr.,Auswärts,U,0.0,0.0,Heidenheim,0.6,1.2,69.0,15.0,Niklas Süle,4-2-2-2,Bastian Dankert,Spielbericht,,14.0,5.0,181.0,0.0,0.0,0.0,2024,Dortmund
29,09.02.2024,20:30,Bundesliga,Spielwoche 21,Fr.,Heim,S,3.0,0.0,Freiburg,1.9,0.3,66.0,81.365,Emre Can,4-2-2-2,Harm Osmers,Spielbericht,,17.0,8.0,146.0,0.0,0.0,0.0,2024,Dortmund
30,17.02.2024,15:30,Bundesliga,Spielwoche 22,Sa.,Auswärts,U,1.0,1.0,Wolfsburg,1.4,1.8,63.0,28.917,Emre Can,4-2-3-1,Martin Petersen,Spielbericht,,12.0,5.0,214.0,2.0,0.0,0.0,2024,Dortmund
32,25.02.2024,17:30,Bundesliga,Spielwoche 23,So.,Heim,N,2.0,3.0,Hoffenheim,1.9,1.3,69.0,81.365,Emre Can,4-2-3-1,Marco Fritz,Spielbericht,,21.0,7.0,159.0,1.0,0.0,0.0,2024,Dortmund
33,02.03.2024,15:30,Bundesliga,Spielwoche 24,Sa.,Auswärts,S,2.0,0.0,Union Berlin,1.6,1.2,61.0,22.012,Emre Can,4-2-3-1,Christian Dingert,Spielbericht,,13.0,7.0,162.0,0.0,0.0,0.0,2024,Dortmund
34,09.03.2024,18:30,Bundesliga,Spielwoche 25,Sa.,Auswärts,S,2.0,1.0,Werder Bremen,1.2,1.8,54.0,42.1,Emre Can,4-2-3-1,Deniz Aytekin,Spielbericht,,13.0,6.0,175.0,0.0,0.0,0.0,2024,Dortmund
36,17.03.2024,17:30,Bundesliga,Spielwoche 26,So.,Heim,S,3.0,1.0,Eint Frankfurt,2.3,0.9,66.0,81.365,Emre Can,4-3-3,Tobias Stieler,Spielbericht,,15.0,4.0,201.0,1.0,1.0,1.0,2024,Dortmund
37,30.03.2024,18:30,Bundesliga,Spielwoche 27,Sa.,Auswärts,S,2.0,0.0,Bayern München,0.9,1.5,39.0,75.0,Emre Can,4-3-3,Harm Osmers,Spielbericht,,11.0,5.0,177.0,0.0,0.0,0.0,2024,Dortmund
38,06.04.2024,18:30,Bundesliga,Spielwoche 28,Sa.,Heim,N,0.0,1.0,Stuttgart,2.5,1.6,51.0,81.365,Emre Can,4-3-3,Matthias Jöllenbeck,Spielbericht,,16.0,7.0,139.0,0.0,0.0,0.0,2024,Dortmund
40,13.04.2024,15:30,Bundesliga,Spielwoche 29,Sa.,Auswärts,S,2.0,1.0,M'Gladbach,1.3,1.1,54.0,54.042,Gregor Kobel,4-2-3-1,Florian Badstübner,Spielbericht,,11.0,3.0,219.0,0.0,1.0,1.0,2024,Dortmund
42,21.04.2024,17:30,Bundesliga,Spielwoche 30,So.,Heim,U,1.0,1.0,Leverkusen,0.5,1.1,48.0,81.365,Emre Can,4-5-1,Daniel Siebert,Spielbericht,,8.0,2.0,191.0,0.0,0.0,0.0,2024,Dortmund
43,27.04.2024,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,,,,RB Leipzig,,,,,,,,Direkter Vergleich,,,,,,,,2024,Dortmund
45,04.05.2024,15:30,Bundesliga,Spielwoche 32,Sa.,Heim,,,,Augsburg,,,,,,,,Direkter Vergleich,,,,,,,,2024,Dortmund
47,11.05.2024,18:30,Bundesliga,Spielwoche 33,Sa.,Auswärts,,,,Mainz 05,,,,,,,,Direkter Vergleich,,,,,,,,2024,Dortmund
48,18.05.2024,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,,,,Darmstadt 98,,,,,,,,Direkter Vergleich,,,,,,,,2024,Dortmund
1,20.08.2023,17:30,Bundesliga,Spielwoche 1,So.,Heim,S,1.0,0.0,Darmstadt 98,1.5,0.5,61.0,54.0,Sebastian Rode,3-4-3,Harm Osmers,Spielbericht,,9.0,3.0,140.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
3,27.08.2023,15:30,Bundesliga,Spielwoche 2,So.,Auswärts,U,1.0,1.0,Mainz 05,1.1,1.2,60.0,33.305,Kevin Trapp,3-4-3,Bastian Dankert,Spielbericht,,7.0,1.0,151.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
5,03.09.2023,15:30,Bundesliga,Spielwoche 3,So.,Heim,U,1.0,1.0,Köln,1.1,0.9,65.0,54.0,Kevin Trapp,3-4-3,Florian Badstübner,Spielbericht,,13.0,2.0,143.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
6,16.09.2023,18:30,Bundesliga,Spielwoche 4,Sa.,Auswärts,U,1.0,1.0,Bochum,0.6,2.0,51.0,26.0,Kevin Trapp,3-4-3,Benjamin Brand,Spielbericht,,8.0,6.0,218.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
8,24.09.2023,17:30,Bundesliga,Spielwoche 5,So.,Heim,U,0.0,0.0,Freiburg,0.6,0.5,57.0,55.8,Kevin Trapp,3-4-3,Felix Zwayer,Spielbericht,,12.0,4.0,168.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
9,30.09.2023,15:30,Bundesliga,Spielwoche 6,Sa.,Auswärts,N,0.0,2.0,Wolfsburg,1.3,3.2,46.0,28.323,Kevin Trapp,3-4-3,Frank Willenborg,Spielbericht,,8.0,4.0,156.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
11,08.10.2023,19:30,Bundesliga,Spielwoche 7,So.,Heim,S,2.0,0.0,Heidenheim,1.9,1.2,49.0,55.8,Kevin Trapp,3-4-3,Daniel Schlager,Spielbericht,,12.0,6.0,187.0,1.0,0.0,1.0,2024,Eintracht Frankfurt
12,21.10.2023,15:30,Bundesliga,Spielwoche 8,Sa.,Auswärts,S,3.0,1.0,Hoffenheim,2.4,1.4,46.0,30.15,Robin Koch,3-4-3,Matthias Jöllenbeck,Spielbericht,,15.0,5.0,108.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
14,29.10.2023,15:30,Bundesliga,Spielwoche 9,So.,Heim,U,3.0,3.0,Dortmund,2.2,2.2,41.0,56.5,Kevin Trapp,3-4-3,Robert Schröder,Spielbericht,,11.0,6.0,147.0,0.0,1.0,1.0,2024,Eintracht Frankfurt
16,04.11.2023,15:30,Bundesliga,Spielwoche 10,Sa.,Auswärts,S,3.0,0.0,Union Berlin,1.6,0.7,50.0,22.012,Kevin Trapp,3-4-3,Sven Jablonski,Spielbericht,,4.0,3.0,96.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
18,12.11.2023,17:30,Bundesliga,Spielwoche 11,So.,Auswärts,U,2.0,2.0,Werder Bremen,2.0,1.5,51.0,42.1,Kevin Trapp,3-4-3,Benjamin Brand,Spielbericht,,14.0,3.0,173.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
19,25.11.2023,18:30,Bundesliga,Spielwoche 12,Sa.,Heim,N,1.0,2.0,Stuttgart,0.9,2.3,57.0,58.0,Kevin Trapp,4-4-1-1,Felix Brych,Spielbericht,,14.0,1.0,203.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
21,03.12.2023,19:30,Bundesliga,Spielwoche 13,So.,Auswärts,N,1.0,2.0,Augsburg,1.0,1.4,64.0,26.107,Kevin Trapp,5-4-1,Harm Osmers,Spielbericht,,14.0,6.0,190.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
23,09.12.2023,15:30,Bundesliga,Spielwoche 14,Sa.,Heim,S,5.0,1.0,Bayern München,1.3,2.1,36.0,58.0,Kevin Trapp,4-4-2,Felix Zwayer,Spielbericht,,14.0,6.0,171.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
25,17.12.2023,17:30,Bundesliga,Spielwoche 15,So.,Auswärts,N,0.0,3.0,Leverkusen,0.2,2.5,39.0,30.21,Kevin Trapp,3-4-3,Christian Dingert,Spielbericht,,4.0,2.0,198.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
26,20.12.2023,20:30,Bundesliga,Spielwoche 16,Mi.,Heim,S,2.0,1.0,M'Gladbach,1.4,0.3,63.0,58.0,Kevin Trapp,4-4-2,Florian Badstübner,Spielbericht,,14.0,6.0,161.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
27,13.01.2024,15:30,Bundesliga,Spielwoche 17,Sa.,Auswärts,S,1.0,0.0,RB Leipzig,1.1,3.5,38.0,45.867,Kevin Trapp,3-4-3,Frank Willenborg,Spielbericht,,5.0,1.0,129.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
28,20.01.2024,15:30,Bundesliga,Spielwoche 18,Sa.,Auswärts,U,2.0,2.0,Darmstadt 98,1.2,1.1,50.0,17.75,Kevin Trapp,3-4-3,Daniel Siebert,Spielbericht,,8.0,4.0,164.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
29,26.01.2024,20:30,Bundesliga,Spielwoche 19,Fr.,Heim,S,1.0,0.0,Mainz 05,1.3,0.8,55.0,58.0,Kevin Trapp,3-4-3,Felix Zwayer,Spielbericht,,11.0,3.0,178.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
30,03.02.2024,18:30,Bundesliga,Spielwoche 20,Sa.,Auswärts,N,0.0,2.0,Köln,0.8,1.3,59.0,50.0,Kevin Trapp,3-4-3,Timo Gerach,Spielbericht,,11.0,4.0,169.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
31,10.02.2024,15:30,Bundesliga,Spielwoche 21,Sa.,Heim,U,1.0,1.0,Bochum,2.4,1.5,53.0,57.5,Robin Koch,4-2-3-1,Sven Jablonski,Spielbericht,,9.0,2.0,126.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
33,18.02.2024,15:30,Bundesliga,Spielwoche 22,So.,Auswärts,U,3.0,3.0,Freiburg,1.0,2.2,46.0,34.7,Kevin Trapp,3-4-3,Tobias Stieler,Spielbericht,,10.0,5.0,157.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
35,25.02.2024,15:30,Bundesliga,Spielwoche 23,So.,Heim,U,2.0,2.0,Wolfsburg,0.9,1.0,57.0,56.5,Kevin Trapp,4-4-2,Daniel Schlager,Spielbericht,,12.0,5.0,149.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
36,02.03.2024,15:30,Bundesliga,Spielwoche 24,Sa.,Auswärts,S,2.0,1.0,Heidenheim,1.2,1.0,42.0,15.0,Kevin Trapp,4-4-2,Sören Storks,Spielbericht,,10.0,5.0,134.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
37,10.03.2024,17:30,Bundesliga,Spielwoche 25,So.,Heim,S,3.0,1.0,Hoffenheim,2.4,0.6,64.0,57.0,Kevin Trapp,3-4-3,Bastian Dankert,Spielbericht,,17.0,7.0,147.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
38,17.03.2024,17:30,Bundesliga,Spielwoche 26,So.,Auswärts,N,1.0,3.0,Dortmund,0.9,2.3,34.0,81.365,Kevin Trapp,3-4-3,Tobias Stieler,Spielbericht,,9.0,6.0,179.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
39,30.03.2024,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,U,0.0,0.0,Union Berlin,1.0,1.5,65.0,57.1,Kevin Trapp,3-4-3,Marco Fritz,Spielbericht,,16.0,3.0,182.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
40,05.04.2024,20:30,Bundesliga,Spielwoche 28,Fr.,Heim,U,1.0,1.0,Werder Bremen,2.1,1.6,66.0,58.0,Kevin Trapp,4-4-2,Robert Hartmann,Spielbericht,,24.0,5.0,145.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
41,13.04.2024,18:30,Bundesliga,Spielwoche 29,Sa.,Auswärts,N,0.0,3.0,Stuttgart,0.6,1.2,46.0,60.0,Kevin Trapp,4-2-2-2,Deniz Aytekin,Spielbericht,,10.0,3.0,191.0,1.0,0.0,0.0,2024,Eintracht Frankfurt
42,19.04.2024,20:30,Bundesliga,Spielwoche 30,Fr.,Heim,S,3.0,1.0,Augsburg,1.8,0.5,63.0,57.6,Kevin Trapp,4-4-2,Martin Petersen,Spielbericht,,12.0,7.0,181.0,0.0,0.0,0.0,2024,Eintracht Frankfurt
43,27.04.2024,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,,,,Bayern München,,,,,,,,Direkter Vergleich,,,,,,,,2024,Eintracht Frankfurt
44,05.05.2024,17:30,Bundesliga,Spielwoche 32,So.,Heim,,,,Leverkusen,,,,,,,,Direkter Vergleich,,,,,,,,2024,Eintracht Frankfurt
45,11.05.2024,15:30,Bundesliga,Spielwoche 33,Sa.,Auswärts,,,,M'Gladbach,,,,,,,,Direkter Vergleich,,,,,,,,2024,Eintracht Frankfurt
46,18.05.2024,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,,,,RB Leipzig,,,,,,,,Direkter Vergleich,,,,,,,,2024,Eintracht Frankfurt
1,19.08.2023,15:30,Bundesliga,Spielwoche 1,Sa.,Auswärts,S,2.0,1.0,Hoffenheim,2.6,1.4,50.0,25.89,Christian Günter,4-2-2-2,Sven Jablonski,Spielbericht,,18.0,7.0,148.0,0.0,0.0,0.0,2024,Freiburg
2,26.08.2023,15:30,Bundesliga,Spielwoche 2,Sa.,Heim,S,1.0,0.0,Werder Bremen,2.4,1.0,49.0,34.7,Vincenzo Grifo,4-2-2-2,Benjamin Brand,Spielbericht,,23.0,7.0,156.0,0.0,0.0,0.0,2024,Freiburg
3,02.09.2023,15:30,Bundesliga,Spielwoche 3,Sa.,Auswärts,N,0.0,5.0,Stuttgart,1.0,1.7,52.0,54.3,Vincenzo Grifo,4-2-3-1,Felix Brych,Spielbericht,,13.0,7.0,137.0,0.0,0.0,0.0,2024,Freiburg
